country,transaction_id,source,product_type,amount,transaction_date,customer_id,payment_method,shipping_address,discount_code,tax_amount,shipping_cost
Brazil,497,mobile app,groceries,1888.19,9/10/2021,121,mobile payment,732 Forest Dale Lane,SUMMER20,1.87,49.87
Uganda,498,mobile app,clothing,9251.37,8/10/2021,94,credit card,8 Commercial Place,SALE10,369.7,17.53
,499,in-store,furniture,9675.66,5/28/2021,31,debit card,2 Express Alley,SUMMER20,95.04,1.26
,500,online,groceries,3572.85,8/18/2021,84,debit card,392 Montana Way,SALE10,475.8,5.25
,501,online,electronics,4295.67,10/23/2021,35,mobile payment,35381 Lillian Street,WELCOME15,434.05,20.55
,502,online,furniture,1143.87,4/10/2021,95,credit card,30402 Ramsey Crossing,SALE10,356.36,45.33
,503,mobile app,furniture,8076.1,7/20/2021,26,credit card,032 Center Drive,SUMMER20,363.41,45.8
Greece,504,online,clothing,6926.83,7/15/2021,111,mobile payment,3463 Claremont Street,SALE10,299.58,21.25
China,505,mobile app,clothing,1267.33,1/5/2021,72,debit card,192 Badeau Street,SUMMER20,420.75,48.5
Finland,506,in-store,clothing,1120.22,1/12/2021,117,mobile payment,6 7th Parkway,WELCOME15,271.4,47.96
Portugal,507,mobile app,groceries,8484.36,7/6/2021,28,cash,933 Jackson Place,SUMMER20,107.97,20.46
China,508,mobile app,furniture,8774.56,4/25/2021,126,cash,2389 Buena Vista Court,WELCOME15,434.31,32.49
Ivory Coast,509,mobile app,furniture,7836.0,9/23/2021,55,mobile payment,0971 Hansons Street,WELCOME15,122.75,22.16
Greece,510,in-store,electronics,5887.61,8/29/2021,23,mobile payment,76 Del Mar Center,WELCOME15,413.2,9.53
France,511,mobile app,clothing,8121.69,8/26/2021,86,mobile payment,7 Daystar Pass,SUMMER20,60.27,34.64
Japan,512,mobile app,clothing,2524.13,2/9/2021,136,credit card,57598 Village Green Parkway,WELCOME15,210.9,43.0
,513,online,electronics,4128.21,4/29/2021,12,cash,5 Mariners Cove Junction,SUMMER20,283.72,36.25
,514,online,groceries,8959.34,4/4/2021,77,mobile payment,4741 Pennsylvania Point,WELCOME15,295.72,32.48
,515,mobile app,furniture,4621.38,12/22/2021,118,debit card,2 Spohn Court,WELCOME15,400.7,23.49
Indonesia,516,in-store,furniture,8424.52,5/15/2021,25,credit card,411 Pepper Wood Junction,SUMMER20,448.46,41.34
,517,mobile app,groceries,2664.5,8/13/2021,138,cash,60565 Mccormick Avenue,SUMMER20,358.22,35.93
Croatia,518,online,clothing,4942.64,11/22/2021,105,debit card,0 Eagan Place,SUMMER20,39.64,47.58
,519,online,electronics,1218.33,5/11/2021,110,credit card,90 Raven Trail,SALE10,186.32,37.45
Serbia,520,mobile app,clothing,1761.1,7/3/2021,88,debit card,62 Shelley Circle,SALE10,249.1,8.24
Indonesia,521,mobile app,furniture,1817.97,8/12/2021,5,mobile payment,29 Colorado Avenue,SUMMER20,94.44,7.16
Uzbekistan,522,mobile app,furniture,2212.49,11/28/2021,111,cash,2248 Claremont Parkway,WELCOME15,300.76,18.65
Paraguay,523,in-store,groceries,139.4,3/8/2021,49,mobile payment,4 Park Meadow Avenue,SUMMER20,366.76,46.23
Russia,524,online,groceries,8068.38,1/10/2021,86,cash,09813 Meadow Vale Terrace,SUMMER20,382.89,18.45
Poland,525,in-store,groceries,4767.15,8/29/2021,65,debit card,3 Kinsman Avenue,SUMMER20,37.13,19.76
Libya,526,online,clothing,6460.77,8/31/2021,96,cash,648 Vidon Circle,WELCOME15,177.45,27.6
Egypt,527,in-store,electronics,9944.06,6/24/2021,88,cash,0587 Eliot Place,SALE10,96.67,22.37
Philippines,528,online,furniture,2344.18,11/28/2021,64,credit card,8 Jana Road,SUMMER20,237.84,45.73
,529,in-store,electronics,7044.64,5/14/2021,29,cash,55 Sunnyside Hill,WELCOME15,372.26,19.31
,530,in-store,clothing,519.35,11/23/2021,12,credit card,9130 Dapin Center,SUMMER20,18.26,23.11
Norway,531,in-store,electronics,8762.68,1/3/2021,93,debit card,0303 Gateway Pass,SALE10,133.73,3.97
,532,in-store,groceries,9785.69,9/11/2021,38,cash,4648 Village Center,WELCOME15,381.9,7.65
,533,mobile app,furniture,527.68,5/26/2021,77,cash,7 Northland Center,SALE10,241.18,33.37
Canada,534,in-store,furniture,3408.74,5/8/2021,124,debit card,00 Marcy Lane,SALE10,372.07,16.52
Albania,535,mobile app,clothing,9839.49,3/28/2021,37,cash,6 Steensland Way,SUMMER20,247.57,22.6
China,536,in-store,groceries,5006.31,4/30/2021,22,debit card,1877 Browning Junction,SALE10,197.81,43.64
South Africa,537,mobile app,furniture,7883.39,8/27/2021,22,debit card,2 Huxley Junction,SUMMER20,167.91,36.11
Brazil,538,mobile app,electronics,3915.72,5/22/2021,132,credit card,467 Holmberg Plaza,WELCOME15,385.15,2.14
Tanzania,539,online,clothing,2544.65,11/15/2021,132,mobile payment,36312 Jenifer Lane,SALE10,0.32,14.65
Belarus,540,mobile app,groceries,7164.47,11/24/2021,13,cash,297 Saint Paul Lane,SALE10,13.31,28.36
China,541,mobile app,groceries,9167.16,1/5/2021,115,mobile payment,41581 Nobel Parkway,WELCOME15,15.84,27.63
,542,online,electronics,3459.47,5/20/2021,126,cash,09211 Kings Parkway,SUMMER20,148.48,7.59
,543,in-store,electronics,1003.36,8/12/2021,104,credit card,39110 Fairfield Court,WELCOME15,468.77,21.81
Portugal,544,in-store,furniture,2171.99,3/24/2021,37,cash,09 Graceland Terrace,SUMMER20,329.55,4.6
Indonesia,545,mobile app,groceries,2650.24,9/24/2021,109,mobile payment,0471 Mosinee Junction,WELCOME15,195.06,0.18
Portugal,546,mobile app,clothing,7143.54,10/30/2021,10,debit card,05 Grover Park,SUMMER20,79.44,43.12
Indonesia,547,in-store,groceries,9339.28,8/15/2021,80,cash,399 Eastwood Point,SALE10,221.71,34.85
,548,mobile app,electronics,5609.2,7/10/2021,84,cash,02872 Dapin Avenue,SALE10,481.17,2.51
Macedonia,549,in-store,electronics,225.19,12/10/2021,149,cash,3655 Vernon Way,SALE10,84.64,4.47
Dominican Republic,550,mobile app,groceries,7394.78,11/29/2021,18,credit card,44 Eliot Park,SUMMER20,92.3,44.27
,551,in-store,groceries,2917.8,11/23/2021,99,debit card,298 Ludington Hill,WELCOME15,6.33,44.05
Russia,552,in-store,electronics,79.99,2/24/2021,8,cash,160 Bashford Alley,SUMMER20,430.53,3.3
Indonesia,553,in-store,clothing,1629.47,1/29/2021,40,credit card,2 Westridge Place,SALE10,277.91,28.25
United States,554,mobile app,furniture,6693.37,4/17/2021,34,debit card,5109 Mariners Cove Court,WELCOME15,56.7,15.69
,555,online,furniture,9331.45,3/16/2021,71,cash,1 Troy Plaza,SALE10,269.64,25.18
,556,online,groceries,8450.42,9/26/2021,69,credit card,06 Gulseth Way,WELCOME15,438.86,12.14
Yemen,557,mobile app,furniture,991.53,6/29/2021,41,mobile payment,68 Raven Lane,WELCOME15,132.57,22.31
,558,mobile app,electronics,6087.33,1/23/2021,40,credit card,13991 Arapahoe Circle,SALE10,89.82,3.61
Peru,559,mobile app,groceries,4797.84,9/30/2021,6,credit card,68705 Farragut Junction,SALE10,400.44,43.92
Pakistan,560,mobile app,groceries,3269.87,6/25/2021,117,cash,09109 Bunker Hill Point,SUMMER20,15.06,2.72
Norway,561,in-store,clothing,8858.85,7/1/2021,108,mobile payment,97037 Sundown Point,SUMMER20,390.97,36.02
,562,online,electronics,7928.24,2/21/2021,79,credit card,143 Daystar Drive,WELCOME15,400.42,11.31
Uganda,563,mobile app,groceries,3206.83,12/18/2021,18,cash,53 Canary Lane,SUMMER20,129.73,18.57
,564,online,clothing,5772.79,3/19/2021,117,mobile payment,0 Buena Vista Junction,WELCOME15,374.0,23.93
,565,mobile app,groceries,3091.5,6/8/2021,105,credit card,33541 Everett Junction,SUMMER20,302.98,3.89
Brazil,566,in-store,clothing,8935.93,8/27/2021,150,credit card,734 Raven Terrace,SALE10,484.11,2.86
,567,mobile app,furniture,936.75,6/6/2021,51,cash,4 Meadow Vale Hill,SUMMER20,412.52,3.65
Palestinian Territory,568,online,groceries,9932.32,1/18/2021,129,mobile payment,1105 Hooker Drive,WELCOME15,109.07,14.1
,569,in-store,clothing,8785.23,12/1/2021,138,cash,24536 Troy Lane,SALE10,198.48,33.25
Peru,570,in-store,clothing,723.89,3/11/2021,108,credit card,94553 Clove Avenue,SALE10,64.38,24.76
Togo,571,in-store,electronics,1395.06,12/9/2021,70,mobile payment,2 Golf View Pass,WELCOME15,476.3,32.26
,572,online,groceries,1146.39,5/1/2021,20,credit card,1 Talisman Park,SALE10,304.01,47.25
China,573,in-store,clothing,7119.11,7/14/2021,80,credit card,673 Dayton Park,SUMMER20,356.77,47.65
Palestinian Territory,574,online,electronics,9977.08,5/17/2021,73,cash,9 Continental Parkway,SALE10,282.65,33.97
Russia,575,in-store,electronics,3048.68,6/21/2021,120,mobile payment,328 Monica Circle,WELCOME15,89.49,25.04
Uganda,576,online,furniture,8585.38,10/22/2021,136,debit card,46348 Lotheville Drive,SUMMER20,41.73,41.93
,577,online,clothing,4732.38,12/10/2021,43,credit card,39 Miller Alley,SALE10,314.09,24.93
Portugal,578,online,groceries,9941.12,4/3/2021,115,mobile payment,1 Lillian Pass,WELCOME15,235.72,25.15
Tunisia,579,mobile app,furniture,7928.69,1/9/2021,94,debit card,40478 Scoville Court,SUMMER20,432.62,34.75
Portugal,580,mobile app,clothing,5290.71,10/18/2021,91,cash,13 Northfield Crossing,SUMMER20,283.65,16.69
,581,in-store,groceries,3193.99,4/12/2021,5,cash,8 Forster Road,SUMMER20,54.23,28.44
Poland,582,mobile app,furniture,994.21,8/8/2021,104,mobile payment,50860 Troy Pass,WELCOME15,479.05,22.88
,583,in-store,clothing,6290.99,9/18/2021,144,cash,1077 Stone Corner Lane,WELCOME15,358.45,19.51
Brazil,584,online,furniture,682.72,11/16/2021,138,debit card,5216 Clyde Gallagher Parkway,SUMMER20,407.31,37.2
Sweden,585,online,furniture,1624.14,4/28/2021,109,credit card,7 Waywood Terrace,WELCOME15,364.65,46.56
China,586,online,electronics,7459.38,2/9/2021,120,credit card,80 Truax Park,SUMMER20,347.88,44.69
North Korea,587,online,furniture,7348.68,12/24/2021,44,cash,3788 Lake View Pass,SALE10,233.75,11.14
Czech Republic,588,mobile app,electronics,4334.85,12/21/2021,71,credit card,31 Ludington Park,SUMMER20,458.62,0.65
,589,mobile app,clothing,2283.25,9/26/2021,21,credit card,3750 Duke Trail,SUMMER20,188.69,37.5
Philippines,590,mobile app,clothing,5112.78,11/17/2021,8,cash,844 Tony Park,SUMMER20,131.4,31.85
,591,online,clothing,3117.05,12/5/2021,122,cash,3 Cordelia Lane,SUMMER20,372.89,22.79
Brazil,592,online,furniture,4477.47,1/4/2021,72,mobile payment,290 Crowley Crossing,WELCOME15,70.67,11.71
Philippines,593,mobile app,furniture,3843.84,4/8/2021,1,cash,96816 Rockefeller Avenue,SALE10,89.52,30.61
,594,in-store,clothing,5056.61,11/8/2021,62,debit card,39 Waubesa Point,WELCOME15,483.25,18.36
,595,mobile app,electronics,4590.25,10/10/2021,30,debit card,7354 Ruskin Parkway,SALE10,427.48,43.51
,596,online,clothing,1434.53,10/10/2021,26,debit card,3173 Mosinee Street,WELCOME15,359.71,28.24
China,597,mobile app,clothing,8606.24,5/18/2021,125,cash,5 Bunting Plaza,SALE10,406.91,0.33
,598,online,groceries,4567.77,4/7/2021,82,mobile payment,94977 Fairfield Plaza,WELCOME15,310.37,1.09
,599,in-store,groceries,7712.07,11/5/2021,87,mobile payment,285 Atwood Plaza,WELCOME15,164.7,33.47
Mongolia,600,in-store,clothing,673.03,5/27/2021,44,mobile payment,60924 School Street,SUMMER20,310.53,44.67
,601,online,groceries,5358.47,6/15/2021,66,debit card,3915 Thierer Place,WELCOME15,22.27,41.27
Portugal,602,online,groceries,3019.62,10/11/2021,66,cash,2972 Ridgeway Park,SALE10,392.15,36.53
,603,online,furniture,1734.32,3/17/2021,144,cash,2 Sunfield Trail,WELCOME15,464.25,10.37
Indonesia,604,in-store,furniture,2503.84,5/1/2021,20,credit card,53413 Myrtle Trail,SALE10,163.65,0.66
,605,mobile app,furniture,4623.32,10/26/2021,48,mobile payment,826 Bashford Junction,WELCOME15,107.71,6.86
Philippines,606,online,groceries,5006.49,7/12/2021,136,cash,21521 Wayridge Pass,SALE10,182.93,23.94
Pitcairn,607,mobile app,groceries,9800.93,1/17/2021,144,credit card,1631 Jackson Trail,SALE10,188.6,43.92
China,608,in-store,clothing,3179.47,4/7/2021,43,mobile payment,894 Straubel Parkway,WELCOME15,475.66,33.76
United States,609,mobile app,electronics,7820.62,9/27/2021,48,cash,54 Almo Circle,SUMMER20,11.07,19.04
China,610,mobile app,electronics,3222.55,6/7/2021,115,debit card,99033 Sutherland Alley,WELCOME15,498.9,11.73
China,611,mobile app,electronics,3948.96,5/26/2021,108,cash,49411 Welch Court,SALE10,265.03,21.31
Sweden,612,mobile app,clothing,5564.1,9/23/2021,50,mobile payment,9 Veith Road,WELCOME15,152.74,9.5
,613,mobile app,clothing,610.13,5/31/2021,139,mobile payment,0 Browning Park,SUMMER20,272.76,48.66
Poland,614,mobile app,clothing,4894.67,12/12/2021,1,cash,36308 Brickson Park Junction,SUMMER20,493.84,25.27
Uganda,615,in-store,electronics,9531.05,8/15/2021,30,cash,2327 Onsgard Lane,SALE10,258.01,19.78
,616,mobile app,clothing,5009.94,7/11/2021,114,cash,5 Londonderry Way,SUMMER20,34.09,38.87
Argentina,617,online,clothing,1696.9,8/10/2021,135,mobile payment,70 School Avenue,SUMMER20,282.93,18.48
Sweden,618,mobile app,groceries,5546.99,11/14/2021,92,debit card,2 Artisan Place,SUMMER20,448.36,12.81
China,619,online,groceries,2688.33,4/1/2021,91,cash,975 Oak Crossing,SALE10,173.77,38.91
Sweden,620,online,furniture,6005.08,6/14/2021,23,debit card,8 Westport Road,SALE10,217.74,2.46
Philippines,621,in-store,groceries,9583.17,5/25/2021,99,credit card,8 Clemons Court,SUMMER20,16.33,8.2
,622,online,electronics,8013.14,8/22/2021,146,cash,9128 Monica Pass,SUMMER20,19.1,14.23
,623,mobile app,electronics,6852.13,7/14/2021,64,credit card,4175 8th Trail,SALE10,261.18,35.74
Vietnam,624,online,groceries,245.12,1/28/2021,85,cash,92 Di Loreto Center,SALE10,351.13,16.72
Indonesia,625,online,electronics,1629.56,7/12/2021,33,credit card,516 Shelley Place,SALE10,423.57,29.56
,626,online,clothing,1371.43,4/22/2021,56,credit card,0506 Mariners Cove Street,SALE10,154.8,44.68
Syria,627,in-store,groceries,9834.49,10/21/2021,123,credit card,0477 Marcy Alley,WELCOME15,377.27,15.88
,628,mobile app,clothing,1192.82,6/8/2021,66,cash,061 Mockingbird Pass,SUMMER20,86.11,4.58
Ukraine,629,online,groceries,3935.84,2/16/2021,1,credit card,2 Roxbury Trail,SALE10,210.18,18.29
Peru,630,online,clothing,8497.78,9/25/2021,89,debit card,44485 Lawn Crossing,SUMMER20,224.84,14.46
,631,in-store,groceries,4193.68,6/6/2021,120,mobile payment,125 Duke Place,WELCOME15,347.78,43.5
Indonesia,632,online,furniture,8318.25,10/24/2021,150,cash,45890 Daystar Parkway,SUMMER20,474.92,27.25
,633,mobile app,electronics,5709.46,9/5/2021,134,mobile payment,3 Hanson Point,SALE10,461.11,30.25
,634,online,furniture,145.47,9/4/2021,124,cash,7 Gateway Point,SUMMER20,336.17,41.74
China,635,mobile app,groceries,2574.2,5/16/2021,39,credit card,595 Anderson Trail,SALE10,412.67,6.59
France,636,in-store,furniture,240.62,2/27/2021,89,debit card,435 Ridgeway Park,SUMMER20,426.62,46.55
Belarus,637,in-store,electronics,1604.95,1/12/2021,142,debit card,9 Thierer Circle,WELCOME15,89.91,6.17
Brazil,638,online,groceries,7705.81,7/27/2021,14,cash,67302 Division Hill,WELCOME15,14.82,6.96
Kenya,639,mobile app,groceries,905.61,12/13/2021,138,mobile payment,651 Grayhawk Parkway,WELCOME15,383.84,13.14
China,640,in-store,groceries,3727.63,10/31/2021,24,mobile payment,1 Tennyson Street,SUMMER20,104.59,4.52
Russia,641,mobile app,furniture,8612.07,2/22/2021,107,credit card,7 Karstens Plaza,SUMMER20,297.14,32.12
Dominican Republic,642,online,clothing,5674.3,7/19/2021,32,mobile payment,701 Brentwood Drive,SALE10,194.13,9.94
China,643,mobile app,electronics,21.33,11/16/2021,133,debit card,3405 Ramsey Alley,WELCOME15,448.08,9.3
,644,mobile app,electronics,3338.48,1/3/2021,54,debit card,838 Ryan Junction,SUMMER20,330.83,1.29
,645,online,clothing,3762.29,12/5/2021,52,mobile payment,67 Carey Pass,SUMMER20,100.8,29.23
Armenia,646,in-store,clothing,3692.7,4/6/2021,26,credit card,7 Maywood Center,SALE10,497.48,35.21
,647,mobile app,furniture,3887.62,7/17/2021,5,debit card,19833 5th Plaza,WELCOME15,76.5,48.24
,648,in-store,furniture,9299.35,12/29/2021,16,debit card,1 Dottie Hill,WELCOME15,232.49,14.27
,649,in-store,furniture,1323.09,4/17/2021,43,cash,62691 Oneill Alley,SUMMER20,246.7,23.16
France,650,mobile app,clothing,4791.16,10/5/2021,105,credit card,6907 Veith Way,SUMMER20,234.25,41.97
,651,in-store,groceries,7793.87,9/25/2021,137,credit card,091 Main Street,SUMMER20,153.86,5.24
China,652,mobile app,groceries,1809.85,12/6/2021,36,debit card,479 Kennedy Road,WELCOME15,177.43,40.09
Palestinian Territory,653,online,furniture,9866.8,4/7/2021,91,credit card,05 Wayridge Plaza,WELCOME15,462.54,41.33
Philippines,654,online,furniture,9211.62,3/22/2021,58,mobile payment,659 John Wall Point,SUMMER20,358.06,9.32
Ireland,655,in-store,clothing,9959.33,10/4/2021,76,cash,236 Aberg Place,WELCOME15,402.9,20.51
Uzbekistan,656,in-store,furniture,3083.1,12/6/2021,69,debit card,714 Norway Maple Circle,WELCOME15,247.0,49.91
,657,in-store,clothing,9944.06,7/19/2021,65,credit card,47145 Lakewood Gardens Alley,SUMMER20,225.98,49.63
Spain,658,mobile app,groceries,8834.18,12/13/2021,41,debit card,70738 Pierstorff Trail,SALE10,372.85,29.69
Russia,659,in-store,groceries,5229.41,10/16/2021,129,credit card,5429 Hallows Circle,SUMMER20,198.18,34.89
Indonesia,660,mobile app,groceries,7223.85,2/4/2021,111,debit card,54 Atwood Drive,SUMMER20,61.35,10.97
Indonesia,661,mobile app,electronics,9859.52,7/29/2021,108,credit card,461 Sutteridge Hill,SALE10,51.53,18.6
China,662,in-store,electronics,1201.49,8/3/2021,121,debit card,5 Hallows Junction,WELCOME15,287.29,26.37
Argentina,663,online,electronics,2109.67,3/8/2021,50,credit card,544 Schiller Plaza,SALE10,444.09,23.14
Japan,664,in-store,groceries,7643.34,9/29/2021,104,cash,6562 Killdeer Center,WELCOME15,167.4,15.68
Indonesia,665,mobile app,clothing,8304.47,2/18/2021,106,credit card,318 Springs Plaza,SUMMER20,456.03,10.27
Sweden,666,online,electronics,9115.4,3/23/2021,76,cash,23 Weeping Birch Street,SUMMER20,238.71,6.96
China,667,online,clothing,4983.99,5/1/2021,73,cash,74835 Clemons Circle,WELCOME15,365.14,29.88
,668,mobile app,groceries,4839.36,9/25/2021,50,credit card,78687 Brentwood Place,WELCOME15,267.25,38.15
Portugal,669,mobile app,groceries,2640.75,11/29/2021,126,credit card,11 Blackbird Road,SALE10,71.21,42.24
China,670,in-store,groceries,6215.74,3/25/2021,131,cash,1390 Nelson Center,SUMMER20,431.3,36.69
Portugal,671,in-store,electronics,9138.54,4/14/2021,143,mobile payment,9111 Briar Crest Center,WELCOME15,453.45,19.26
China,672,mobile app,electronics,2795.87,1/14/2021,85,debit card,39365 Forest Run Road,WELCOME15,474.08,36.19
Palestinian Territory,673,mobile app,clothing,6089.01,3/25/2021,98,mobile payment,2 Sheridan Pass,SALE10,134.99,9.22
,674,online,electronics,9235.87,2/4/2021,49,debit card,5 Little Fleur Park,SALE10,33.2,20.15
China,675,in-store,furniture,3070.04,10/25/2021,95,mobile payment,315 Crescent Oaks Trail,SALE10,135.03,39.1
Ireland,676,mobile app,clothing,8097.76,9/10/2021,134,credit card,1 Homewood Terrace,SALE10,491.58,27.19
,677,mobile app,electronics,5251.02,12/14/2021,101,credit card,7 Melrose Terrace,WELCOME15,218.7,45.7
Pakistan,678,in-store,groceries,5069.45,5/13/2021,62,debit card,56 Mifflin Circle,WELCOME15,356.54,9.12
Nigeria,679,in-store,groceries,7610.16,12/7/2021,93,cash,42829 Knutson Alley,WELCOME15,395.34,38.99
Kosovo,680,in-store,furniture,3048.96,12/26/2021,78,cash,08 Glendale Plaza,SUMMER20,269.67,29.46
Tanzania,681,online,electronics,2445.92,10/28/2021,66,debit card,9 School Plaza,WELCOME15,305.55,8.87
China,682,mobile app,electronics,48.25,2/19/2021,114,debit card,91 Eggendart Street,WELCOME15,283.26,26.5
,683,mobile app,groceries,2951.49,3/25/2021,93,credit card,7842 Montana Alley,SUMMER20,179.9,49.74
Portugal,684,mobile app,electronics,1954.05,1/17/2021,18,debit card,48 Grasskamp Trail,SUMMER20,420.1,7.95
Spain,685,in-store,clothing,6043.11,8/25/2021,118,debit card,5 Sunfield Place,SALE10,402.07,34.47
China,686,mobile app,clothing,3601.31,1/24/2021,68,cash,9357 Laurel Pass,WELCOME15,207.15,49.7
,687,in-store,clothing,8707.5,11/28/2021,135,cash,50 Mesta Lane,WELCOME15,346.95,35.51
Philippines,688,mobile app,clothing,7763.69,9/16/2021,47,cash,55 Prairieview Way,SUMMER20,442.14,20.05
Portugal,689,online,electronics,1368.57,11/1/2021,2,mobile payment,349 Birchwood Trail,SALE10,484.16,42.23
Jordan,690,in-store,clothing,2158.47,7/19/2021,138,credit card,0052 Vahlen Pass,SALE10,17.36,10.16
,691,online,groceries,4232.56,2/15/2021,118,cash,6657 Schlimgen Avenue,SUMMER20,106.25,30.75
,692,in-store,groceries,3915.23,10/13/2021,111,mobile payment,5 Bluejay Center,WELCOME15,73.32,6.04
Brazil,693,online,furniture,6726.36,4/17/2021,63,mobile payment,54190 Petterle Point,SUMMER20,5.24,18.43
Brazil,694,online,clothing,9930.87,6/3/2021,103,credit card,3252 Kingsford Court,WELCOME15,60.55,29.14
China,695,online,electronics,6625.46,9/29/2021,111,credit card,72652 Merrick Trail,SALE10,249.04,28.79
Japan,696,in-store,groceries,6330.69,11/29/2021,132,cash,93379 Debs Drive,SALE10,166.08,13.23
,697,in-store,electronics,6054.56,2/5/2021,6,credit card,3774 7th Hill,SALE10,193.54,48.09
Armenia,698,mobile app,furniture,2568.88,7/11/2021,112,cash,817 Sheridan Place,SALE10,119.55,6.03
,699,online,clothing,3360.44,1/19/2021,16,mobile payment,31 Jenna Trail,WELCOME15,408.61,6.25
,700,online,clothing,3610.66,11/17/2021,82,cash,98706 Saint Paul Plaza,SALE10,265.27,13.94
,701,mobile app,groceries,6709.07,5/1/2021,12,credit card,8 Cottonwood Trail,WELCOME15,362.12,20.26
Philippines,702,online,furniture,3272.02,2/26/2021,87,cash,62142 Gerald Circle,SALE10,434.46,9.02
,703,online,clothing,1746.41,8/30/2021,96,mobile payment,9160 Corscot Terrace,SUMMER20,166.3,6.15
Indonesia,704,in-store,groceries,6504.65,4/5/2021,49,cash,896 Derek Road,SALE10,36.06,4.87
,705,mobile app,furniture,2471.51,5/8/2021,119,credit card,0 Garrison Way,WELCOME15,336.76,3.65
Egypt,706,in-store,electronics,1377.53,7/7/2021,113,debit card,5 Mallard Crossing,WELCOME15,340.67,15.11
,707,in-store,clothing,3228.08,7/1/2021,57,cash,0766 Quincy Parkway,SALE10,288.49,16.68
,708,in-store,clothing,2290.84,3/29/2021,115,debit card,00481 Saint Paul Point,SUMMER20,384.53,42.57
Pakistan,709,online,furniture,6844.6,3/27/2021,15,mobile payment,15400 Birchwood Way,SUMMER20,16.87,40.5
China,710,mobile app,furniture,6187.89,4/24/2021,42,cash,2 Blue Bill Park Pass,SALE10,9.35,42.24
Indonesia,711,online,clothing,4320.86,4/3/2021,20,mobile payment,68269 Pond Point,SUMMER20,232.28,34.77
Afghanistan,712,online,furniture,3722.31,9/24/2021,85,mobile payment,41 Old Shore Place,SALE10,188.6,49.39
France,713,in-store,clothing,1031.62,11/22/2021,149,credit card,34889 Warrior Park,SUMMER20,407.22,22.72
China,714,mobile app,clothing,2260.22,11/1/2021,46,credit card,745 Brentwood Place,SALE10,36.14,10.41
,715,in-store,electronics,997.04,10/24/2021,57,mobile payment,79 Kim Drive,SUMMER20,411.39,35.74
,716,online,furniture,6692.83,12/29/2021,115,mobile payment,96179 Bobwhite Road,WELCOME15,249.06,6.85
,717,mobile app,furniture,5951.74,12/4/2021,20,cash,98662 Arrowood Lane,WELCOME15,291.68,10.77
Indonesia,718,online,clothing,3392.25,8/27/2021,80,mobile payment,68 Texas Trail,WELCOME15,468.82,11.15
,719,online,clothing,6158.58,1/4/2021,132,mobile payment,60911 Messerschmidt Point,SALE10,224.06,3.22
Indonesia,720,in-store,clothing,6083.79,4/27/2021,136,debit card,82411 Washington Point,SUMMER20,283.34,25.11
France,721,online,clothing,413.29,1/24/2021,92,mobile payment,94 Graceland Point,SUMMER20,257.25,25.4
,722,in-store,furniture,6921.71,6/28/2021,75,cash,2 2nd Alley,SUMMER20,185.18,49.66
,723,in-store,furniture,998.27,7/27/2021,132,mobile payment,0254 3rd Drive,WELCOME15,164.0,43.78
Indonesia,724,mobile app,electronics,6443.67,5/31/2021,101,credit card,613 Schurz Avenue,SUMMER20,404.0,31.55
,725,online,clothing,475.15,12/4/2021,95,credit card,17334 Continental Park,SUMMER20,212.92,34.79
Iran,726,mobile app,furniture,7851.74,6/7/2021,116,mobile payment,569 Warrior Hill,SALE10,89.24,40.51
,727,mobile app,groceries,9566.77,10/20/2021,74,cash,92 Old Gate Trail,SUMMER20,85.57,2.02
Comoros,728,mobile app,clothing,516.45,7/6/2021,31,credit card,10128 Kropf Place,SUMMER20,491.19,4.47
Portugal,729,online,furniture,3072.76,8/9/2021,32,mobile payment,79 Mccormick Center,SUMMER20,4.53,1.64
Philippines,730,online,groceries,4871.52,1/8/2021,96,credit card,9124 2nd Hill,SUMMER20,311.32,6.03
Poland,731,mobile app,clothing,6208.57,11/30/2021,132,mobile payment,36150 Del Sol Terrace,WELCOME15,166.42,21.44
France,732,online,clothing,6939.18,9/30/2021,16,debit card,83 Parkside Terrace,WELCOME15,486.63,38.2
Ecuador,733,in-store,clothing,253.72,10/11/2021,40,mobile payment,362 Mallory Junction,SUMMER20,23.5,25.59
China,734,mobile app,groceries,488.35,2/8/2021,101,cash,82 Ronald Regan Way,WELCOME15,156.17,9.54
China,735,in-store,electronics,4188.88,5/20/2021,28,cash,719 Fairfield Trail,WELCOME15,81.83,27.07
,736,online,electronics,2059.53,1/11/2021,118,credit card,780 Birchwood Circle,WELCOME15,25.18,33.99
,737,online,furniture,9019.32,4/15/2021,120,debit card,050 Kings Court,WELCOME15,362.75,33.72
Brazil,738,online,clothing,7563.19,4/9/2021,143,debit card,3274 Russell Pass,SALE10,230.39,49.83
,739,online,clothing,2508.19,10/25/2021,123,mobile payment,8 Riverside Street,WELCOME15,485.7,37.66
Armenia,740,in-store,furniture,888.37,4/18/2021,18,debit card,24 Fulton Road,SALE10,44.86,19.17
China,741,mobile app,groceries,5515.33,1/7/2021,59,cash,1 Service Place,WELCOME15,310.28,9.93
,742,in-store,electronics,690.81,6/29/2021,106,cash,73289 Mcbride Alley,SALE10,375.36,6.85
Nepal,743,in-store,clothing,7362.97,3/4/2021,110,mobile payment,09 Steensland Street,WELCOME15,244.72,36.13
Japan,744,online,groceries,3376.49,11/21/2021,144,cash,662 Melrose Center,SUMMER20,306.72,32.32
